A;dilA;0;0.041154629;0.115560928;0.211475368;0.350043147;0.468782578;0.664992335;0.72790435;0.863429218;0.9579958;0.999858982
B;dilA;8.78126E-05;0.047978116;0.118268166;0.213592233;0.318399631;0.472917255;0.660570641;0.698028299;0.855053424;0.95625203;0.999711836
C;dilA;0;0.037972182;0.12320491;0.246991371;0.355179009;0.467750916;0.712590041;0.734838433;0.816591524;0.960601197;0.999857478
D;dilA;0;0.037598004;0.116604432;0.248216228;0.336793983;0.473340839;0.684105365;0.690321934;0.851541315;0.958749069;0.999545304
E;dilB;0.000409911;0.060157012;0.19579512;0.249249577;0.30045228;0.500382068;0.574293942;0.692830563;0.742334211;0.867502106;0.997595964
F;dilB;0;0.087394851;0.190111016;0.259932219;0.33544785;0.498511178;0.597697524;0.723492723;0.726776643;0.859026672;0.999373606
G;dilB;0;0.071847879;0.19922345;0.250466229;0.319193722;0.488352049;0.617607373;0.70629035;0.699047011;0.858771625;0.999242197
H;dilB;0;0.079865713;0.18447301;0.270575137;0.307820562;0.496145374;0.593871259;0.688302146;0.710815967;0.850261888;1
